"typeResult","idGame","slugTeam","namePlayer","groupStartPosition","idTeam","idPlayer","pctAST","pctOREB","pctDREB","pctTREB","pctTOVTeam","pctEFG","pctTS","pctUSG","pctUSGE","cityTeam","isStarter","minExact","ortgE","ortg","drtgE","drtg","netrtgE","netrtg","ratioASTtoTOV","ratioAST","paceE","pace","PACE_PER40","possessions","ratioPIE"
"player",21900393,"SAC","Buddy Hield","G",1610612758,1627741,0.211,0,0.125,0.078,16.7,0.818,0.83,0.197,0.204,"Sacramento",TRUE,33.3166666666667,108,106,72.6,76.9,35.4,29,1.33,22.2,96.93,95.09,79.24,67,0.207
"player",21900393,"SAC","Cory Joseph","G",1610612758,202709,0.208,0,0.077,0.048,13.3,0.357,0.444,0.154,0.155,"Sacramento",TRUE,31.4166666666667,105.6,106.5,84.3,85.5,21.2,21,2.5,33.3,95.77,94.73,78.94,62,0.066
"player",21900393,"SAC","Marvin Bagley III",NA,1610612758,1628963,0.222,0.091,0.192,0.162,11.1,0.577,0.594,0.34,0.348,"Sacramento",TRUE,22.1,102.4,100,82.3,84.4,20,15.6,1,11.1,97.87,97.74,81.45,45,0.188
"player",21900393,"SAC","Bogdan Bogdanovic",NA,1610612758,203992,0.385,0.067,0.129,0.109,26.1,1,1.015,0.286,0.296,"Sacramento",TRUE,29.4666666666667,104,101.7,82.8,86.4,21.2,15.3,0.83,21.7,97.18,96.11,80.09,59,0.314
"player",21900393,"SAC","Trevor Ariza",NA,1610612758,2772,0.118,0.133,0.04,0.075,42.9,1.25,1.25,0.089,0.089,"Sacramento",TRUE,26.4,101.4,101.9,93.2,100,8.2,1.9,0.67,28.6,97.27,93.64,78.03,52,0.093
"player",21900393,"SAC","Yogi Ferrell",NA,1610612758,1627812,0.143,0,0.286,0.2,50,0,0.347,0.136,0.137,"Sacramento",TRUE,10.2333333333333,91,90.5,79.4,71.4,11.5,19,0.5,25,93.25,98.5,82.08,21,0.109
"player",21900393,"SAC","Justin James",NA,1610612758,1629713,0,0,0,0,0,0,0,0,0,"Sacramento",TRUE,2.73333333333333,100,100,82,66.7,18,33.3,0,0,86.75,96.59,80.49,5,-0.1
"player",21900393,"SAC","Caleb Swanigan",NA,1610612758,1628403,0,0,0.5,0.333,100,0,0,0.25,0.25,"Sacramento",TRUE,1.95,75,75,69.4,50,5.6,25,0,0,84.68,98.46,82.05,4,0
"player",21900393,"GSW","Glenn Robinson III","F",1610612744,203922,0,0.048,0.154,0.088,0,0.583,0.583,0.122,0.125,"Golden State",TRUE,24.4,93.3,93.5,98.6,95.7,-5.3,-2.2,0,0,89.24,90.5,75.41,46,0.082
"player",21900393,"GSW","Draymond Green","F",1610612744,203110,0.214,0,0.143,0.054,16.7,0.5,0.5,0.173,0.173,"Golden State",TRUE,26.1833333333333,85.9,87.8,98.7,98,-12.8,-10.2,1.5,25,91.41,90.75,75.63,49,0.06
"player",21900393,"GSW","Willie Cauley-Stein","C",1610612744,1626161,0.125,0,0.313,0.119,21.4,0.778,0.742,0.194,0.19,"Golden State",TRUE,29.7166666666667,89.9,93.1,92.9,91.4,-3,1.7,0.67,14.3,94.62,93.68,78.07,58,0.197
"player",21900393,"GSW","Damion Lee","G",1610612744,1627814,0.294,0.029,0.222,0.094,9.1,0.4,0.421,0.227,0.227,"Golden State",TRUE,34.5,82.7,83.8,94,94.1,-11.4,-10.3,2.5,22.7,95.33,94.61,78.84,68,0.108
"player",21900393,"GSW","D'Angelo Russell","G",1610612744,1626156,0.4,0,0,0,18.2,0.278,0.372,0.246,0.242,"Golden State",TRUE,27.2,98.3,101.9,100.9,100,-2.7,1.9,2,36.4,94.82,93.52,77.93,53,0
"player",21900393,"GSW","Alec Burks",NA,1610612744,202692,0.3,0.091,0,0.061,27.8,0.438,0.517,0.283,0.293,"Golden State",TRUE,22.0666666666667,74.6,76.6,114.5,115.6,-40,-39,0.6,16.7,101.9,100.08,83.4,47,0.063
"player",21900393,"GSW","Jordan Poole",NA,1610612744,1629673,0.143,0,0,0,10,0.214,0.317,0.225,0.244,"Golden State",TRUE,16.2833333333333,73.6,73.5,113.8,115.6,-40.2,-42.1,1,10,97.97,97.27,81.06,34,0
"player",21900393,"GSW","Kevon Looney",NA,1610612744,1626172,0.25,0.071,0,0.053,0,0,0,0.192,0.207,"Golden State",TRUE,11.25,67.6,65.2,130,130.4,-62.4,-65.2,0,16.7,96.58,98.12,81.77,23,-0.101
"player",21900393,"GSW","Marquese Chriss",NA,1610612744,1627737,0,0.077,0.667,0.263,25,0.333,0.333,0.143,0.15,"Golden State",TRUE,10.5833333333333,48.7,52.2,128.8,126.1,-80.1,-73.9,0,0,106.95,104.31,86.93,23,0.109
"player",21900393,"GSW","Jacob Evans",NA,1610612744,1628980,0.2,0,0,0,28.6,0.833,0.902,0.122,0.132,"Golden State",TRUE,19.55,53,52.4,119.2,119,-66.2,-66.7,0.5,14.3,102.48,103.12,85.93,42,0.047
"player",21900393,"GSW","Omari Spellman",NA,1610612744,1629016,0,0.05,0.111,0.069,0,0.5,0.512,0.109,0.114,"Golden State",TRUE,18.2666666666667,87.5,87.2,103.3,108.3,-15.7,-21.2,0,0,100.64,98.54,82.12,39,0.061
"player",21900394,"WAS","Isaac Bonga","F",1610612764,1629067,0.077,0.125,0.25,0.188,12.5,0.7,0.765,0.156,0.159,"Washington",TRUE,19.6,110,113.2,118.9,117.5,-8.9,-4.3,1,12.5,96.29,95.55,79.63,38,0.161
"player",21900394,"WAS","Rui Hachimura","F",1610612764,1629060,0,0.091,0.063,0.074,20,0.75,0.788,0.125,0.127,"Washington",TRUE,17.0166666666667,125.7,127,135.1,137.8,-9.4,-10.8,0,0,106,104.37,86.97,37,0.069
"player",21900394,"WAS","Ian Mahinmi","C",1610612764,101133,0.042,0.067,0.261,0.184,37.5,1,0.865,0.121,0.122,"Washington",TRUE,24.7166666666667,141.8,146.2,127.1,130,14.7,16.2,0.33,12.5,101.72,99.04,82.54,52,0.063
"player",21900394,"WAS","Bradley Beal","G",1610612764,203078,0.345,0.036,0.054,0.046,5.1,0.604,0.646,0.33,0.33,"Washington",TRUE,37.2,135.1,143.6,118.3,121.8,16.8,21.8,5,25.6,105.34,100.67,83.89,78,0.172
"player",21900394,"WAS","Isaiah Thomas","G",1610612764,202738,0.316,0,0.042,0.025,9.5,0.885,0.885,0.25,0.252,"Washington",TRUE,25.5333333333333,142.1,149.1,124.6,127.5,17.5,21.6,3,28.6,101.32,97.79,81.49,53,0.156
"player",21900394,"WAS","Davis Bertans",NA,1610612764,202722,0.094,0,0.103,0.057,6.7,0.682,0.69,0.138,0.139,"Washington",TRUE,35.85,127.5,138.7,110.3,114.9,17.2,23.8,3,20,106.23,99.75,83.12,75,0.106
"player",21900394,"WAS","Ish Smith",NA,1610612764,202397,0.412,0,0.16,0.08,19,0.444,0.506,0.264,0.266,"Washington",TRUE,21.8833333333333,108.8,120,108.4,114.9,0.3,5.1,1.75,33.3,109.06,100.9,84.08,45,0.14
"player",21900394,"WAS","Troy Brown Jr.",NA,1610612764,1628972,0.077,0.04,0.161,0.107,8.3,0.556,0.556,0.154,0.154,"Washington",TRUE,27.5333333333333,127.3,140.4,110.9,115.5,16.5,24.8,2,16.7,107.46,100.24,83.54,57,0.076
"player",21900394,"WAS","Admiral Schofield",NA,1610612764,1629678,0.067,0.04,0.045,0.043,0,0.563,0.563,0.163,0.166,"Washington",TRUE,19.8833333333333,108.4,119.5,95.6,97.7,12.8,21.8,0,11.1,107.57,101.39,84.49,41,0.036
"player",21900394,"WAS","Garrison Mathews",NA,1610612764,1629726,0,0,0,0,0,0.75,0.82,0.077,0.079,"Washington",TRUE,10.8166666666667,90.1,100,106,104.3,-16,-4.3,0,0,102.05,97.7,81.42,21,0
"player",21900394,"DET","Tony Snell","F",1610612765,203503,0.188,0,0,0,0,0.5,0.563,0.132,0.143,"Detroit",TRUE,26.0666666666667,105.7,107.5,126.1,134.6,-20.4,-27.1,0,25,100.76,96.68,80.56,53,0.078
"player",21900394,"DET","Markieff Morris","F",1610612765,202693,0.136,0,0.217,0.096,14.3,0.654,0.703,0.237,0.241,"Detroit",TRUE,32.55,125.2,126.5,128.9,138.2,-3.7,-11.8,1,14.3,104.41,100.28,83.56,68,0.106
"player",21900394,"DET","Thon Maker","C",1610612765,1627748,0.154,0.125,0.118,0.121,28.6,1,0.725,0.114,0.118,"Detroit",TRUE,19.5666666666667,122.1,123.7,124.1,142.1,-1.9,-18.4,1,28.6,100.58,93.22,77.68,38,0.037
"player",21900394,"DET","Luke Kennard","G",1610612765,1628379,0.222,0.054,0.143,0.092,15,0.636,0.636,0.156,0.159,"Detroit",TRUE,36.7166666666667,118.3,121.8,129.8,136.4,-11.5,-14.6,2,30,105.4,101.33,84.44,78,0.082
"player",21900394,"DET","Bruce Brown","G",1610612765,1628971,0.188,0.083,0.2,0.136,0,0.6,0.74,0.237,0.243,"Detroit",TRUE,26.5833333333333,133.2,134.6,130,146.2,3.2,-11.5,0,17.6,100.28,93.92,78.27,52,0.181
"player",21900394,"DET","Christian Wood",NA,1610612765,1626174,0.045,0.091,0.125,0.105,12.5,0.5,0.444,0.2,0.207,"Detroit",TRUE,28.4333333333333,111.7,116.1,126,127.4,-14.3,-11.3,0.5,6.3,107.37,104.67,87.22,62,0.022
"player",21900394,"DET","Langston Galloway",NA,1610612765,204038,0.083,0.036,0.033,0.034,7.7,0.4,0.4,0.143,0.151,"Detroit",TRUE,28.8833333333333,117.5,118.8,116.7,124.2,0.8,-5.4,2,15.4,108.55,104.7,87.25,64,0.026
"player",21900394,"DET","Derrick Rose",NA,1610612765,201565,0.471,0.061,0.154,0.102,10,0.529,0.586,0.286,0.302,"Detroit",TRUE,28.55,106.3,107.8,126.5,132.3,-20.2,-24.4,2.67,26.7,109.08,105.92,88.27,64,0.17
"player",21900394,"DET","Svi Mykhailiuk",NA,1610612765,1629004,0.143,0,0.083,0.037,0,0.5,0.509,0.219,0.228,"Detroit",TRUE,12.6666666666667,85.9,92,106.4,112,-20.4,-20,0,12.5,100.61,94.77,78.98,25,0.12
"player",21900395,"CLE","Cedi Osman","F",1610612739,1626224,0.05,0.043,0.042,0.043,7.7,0.55,0.551,0.203,0.208,"Cleveland",TRUE,24.65,104.4,103.7,139.9,138.2,-35.5,-34.5,1,7.7,105.11,106.13,88.44,54,0.045
"player",21900395,"CLE","Kevin Love","F",1610612739,201567,0.2,0,0.28,0.143,17.6,0.45,0.45,0.217,0.222,"Cleveland",TRUE,25.2833333333333,102.5,101.8,137.4,135.7,-34.9,-33.9,1.33,23.5,104.38,105.37,87.8,55,0.076
"player",21900395,"CLE","Tristan Thompson","C",1610612739,202684,0.158,0.065,0.222,0.138,5.3,0.643,0.605,0.216,0.221,"Cleveland",TRUE,32.0833333333333,102.6,101.5,135.4,131.9,-32.9,-30.4,3,15.8,100.6,102.48,85.4,68,0.118
"player",21900395,"CLE","Collin Sexton","G",1610612739,1629012,0.211,0.067,0.115,0.089,8,0.625,0.671,0.288,0.294,"Cleveland",TRUE,31.3666666666667,103.9,103,140.7,136.8,-36.8,-33.8,2,16,101.37,103.29,86.08,67,0.131
"player",21900395,"CLE","Darius Garland","G",1610612739,1629636,0.179,0,0.067,0.03,4.8,0.643,0.672,0.186,0.191,"Cleveland",TRUE,37.7833333333333,119.9,116.5,141,136.7,-21.1,-20.3,5,23.8,97.39,100.36,83.63,79,0.096
"player",21900395,"CLE","Matthew Dellavedova",NA,1610612739,203521,0.5,0,0,0,0,1,1,0.1,0.101,"Cleveland",TRUE,4.31666666666667,81,80,157.7,140,-76.7,-60,0,50,104.3,111.2,92.66,10,0.136
"player",21900395,"CLE","Larry Nance Jr.",NA,1610612739,1626204,0.176,0.083,0.286,0.158,10,0.583,0.583,0.14,0.14,"Cleveland",TRUE,22.7166666666667,127.1,126.7,135.2,126.7,-8.1,0,3,30,91.91,95.08,79.24,45,0.089
"player",21900395,"CLE","Jordan Clarkson",NA,1610612739,203903,0,0,0.053,0.022,0,0.429,0.541,0.132,0.135,"Cleveland",TRUE,22.5333333333333,124,123.9,117.5,110.9,6.5,13,0,0,95.18,97.99,81.66,46,0.052
"player",21900395,"CLE","John Henson",NA,1610612739,203089,0.333,0.118,0.417,0.241,0,0.2,0.2,0.139,0.138,"Cleveland",TRUE,15.9166666666667,136.6,137.5,138.7,127.3,-2.1,10.2,0,50,94.21,98.01,81.68,32,0.073
"player",21900395,"CLE","Kevin Porter Jr.",NA,1610612739,1629645,0.235,0,0.067,0.025,7.7,0.5,0.571,0.176,0.177,"Cleveland",TRUE,23.35,124.3,123.9,132.1,121.3,-7.7,2.6,4,30.8,91.48,95.59,79.66,46,0.047
"player",21900395,"TOR","OG Anunoby","F",1610612761,1628384,0.038,0.077,0.25,0.167,0,0.667,0.667,0.138,0.147,"Toronto",TRUE,27.85,132.3,126.2,114.2,113.3,18.1,12.9,0,10,101.45,104.27,86.89,61,0.108
"player",21900395,"TOR","Pascal Siakam","F",1610612761,1627783,0.143,0,0.121,0.063,6.5,0.646,0.663,0.338,0.346,"Toronto",TRUE,35.5166666666667,136.8,135.1,113.8,115.1,23.1,20.1,2,12.9,99.28,99.33,82.78,74,0.135
"player",21900395,"TOR","Marc Gasol","C",1610612761,201188,0.103,0.04,0.154,0.098,0,0.444,0.444,0.141,0.147,"Toronto",TRUE,27.1333333333333,137.8,133.9,102.5,103.4,35.3,30.5,0,25,102.46,103.49,86.24,59,0.077
"player",21900395,"TOR","Norman Powell","G",1610612761,1626181,0.167,0,0.182,0.094,0,0.867,0.867,0.188,0.192,"Toronto",TRUE,35.5166666666667,136.8,135.1,113.8,115.1,23.1,20.1,0,25,99.28,99.33,82.78,74,0.19
"player",21900395,"TOR","Kyle Lowry","G",1610612761,200768,0.324,0,0.105,0.058,3.6,0.577,0.605,0.205,0.214,"Toronto",TRUE,36.6833333333333,133.6,129.5,113.7,111.4,19.9,18.1,11,39.3,100.1,102.72,85.6,78,0.102
"player",21900395,"TOR","Patrick McCaw",NA,1610612761,1627775,0.105,0,0.043,0.026,33.3,1.5,1.5,0.082,0.086,"Toronto",TRUE,21.9333333333333,136.3,128.3,113.7,111.1,22.6,17.1,1,33.3,95.46,99.57,82.98,46,0.058
"player",21900395,"TOR","Serge Ibaka",NA,1610612761,201586,0.083,0.071,0.19,0.143,14.3,0.6,0.618,0.31,0.324,"Toronto",TRUE,20.0833333333333,133.6,127.5,130.1,127.5,3.5,0,0.5,7.1,92.45,95.6,79.67,40,0.122
"player",21900395,"TOR","Terence Davis",NA,1610612761,1629056,0.188,0,0.1,0.067,0,0.625,0.717,0.128,0.135,"Toronto",TRUE,18.6666666666667,143.8,136.8,116,113.2,27.8,23.7,0,37.5,94.17,97.71,81.43,38,0.087
"player",21900395,"TOR","Chris Boucher",NA,1610612761,1628449,0.1,0.182,0.214,0.2,0,0.833,0.902,0.121,0.136,"Toronto",TRUE,12.8833333333333,128.2,113.3,109.4,103.6,18.9,9.8,0,20,98.81,108.05,90.04,30,0.126
"player",21900395,"TOR","Malcolm Miller",NA,1610612761,1626259,0,0,0,0,0,0,0,0,0,"Toronto",TRUE,1.86666666666667,200,120,106.4,100,93.6,20,0,0,86.91,115.71,96.43,5,0
"player",21900395,"TOR","Dewan Hernandez",NA,1610612761,1629608,0,0,0,0,0,0,0,0,0,"Toronto",TRUE,1.86666666666667,200,120,106.4,100,93.6,20,0,0,86.91,115.71,96.43,5,-0.111
"player",21900396,"SAS","DeMar DeRozan","F",1610612759,201942,0.227,0,0.139,0.071,17.4,0.385,0.432,0.234,0.244,"San Antonio",TRUE,30.7833333333333,96.2,93,114.4,112.7,-18.3,-19.7,1.25,21.7,108.03,110.71,92.26,71,0.059
"player",21900396,"SAS","Trey Lyles","F",1610612759,1626168,0,0,0.2,0.108,0,0.583,0.581,0.146,0.153,"San Antonio",TRUE,19.5833333333333,109.5,106.5,112.3,110.9,-2.9,-4.3,0,0,110.49,112.75,93.96,46,0.075
"player",21900396,"SAS","LaMarcus Aldridge","C",1610612759,200746,0.174,0.048,0.227,0.14,0,0.536,0.603,0.184,0.185,"San Antonio",TRUE,37.9333333333333,96.8,96.3,109.8,108.5,-13,-12.2,0,20,102.89,103.75,86.46,82,0.167
"player",21900396,"SAS","Bryn Forbes","G",1610612759,1627854,0,0,0.065,0.031,20,0.75,0.75,0.208,0.21,"San Antonio",TRUE,28.85,100.9,101.5,94.4,91,6.5,10.5,0,0,108.15,109.81,91.51,65,0.075
"player",21900396,"SAS","Dejounte Murray","G",1610612759,1627749,0.158,0.065,0.1,0.082,14.3,0.533,0.533,0.257,0.262,"San Antonio",TRUE,29,106.7,106.2,107.4,106.1,-0.7,0.1,1,14.3,107.44,108.43,90.36,65,0.097
"player",21900396,"SAS","Patty Mills",NA,1610612759,201988,0.077,0,0.032,0.019,14.3,0.25,0.41,0.128,0.129,"San Antonio",TRUE,19.15,92.3,93.2,108.4,109.1,-16.1,-15.9,1,14.3,111.14,110.29,91.91,44,0.026
"player",21900396,"SAS","Derrick White",NA,1610612759,1628401,0.273,0.032,0.135,0.088,11.8,0.556,0.639,0.222,0.229,"San Antonio",TRUE,23.6666666666667,85.4,83.9,87.7,85.5,-2.3,-1.5,1.5,17.6,110.17,112.56,93.8,56,0.203
"player",21900396,"SAS","Rudy Gay",NA,1610612759,200752,0.273,0.074,0.286,0.194,13.3,0.556,0.607,0.211,0.214,"San Antonio",TRUE,21.1333333333333,98,98,82.3,81.6,15.7,16.4,1.5,20,113.13,113.54,94.61,51,0.278
"player",21900396,"SAS","Lonnie Walker IV",NA,1610612759,1629022,0,0,0.111,0.069,66.7,0,0,0.107,0.113,"San Antonio",TRUE,10.0333333333333,85.2,84,57.9,58.3,27.4,25.7,0,0,116.83,117.21,97.67,25,-0.194
"player",21900396,"SAS","Jakob Poeltl",NA,1610612759,1627751,0.375,0.071,0.056,0.063,14.3,0.333,0.333,0.118,0.128,"San Antonio",TRUE,10.1166666666667,99.3,96.6,71.8,69,27.5,27.6,3,42.9,133.05,137.71,114.76,29,0.085
"player",21900396,"SAS","Marco Belinelli",NA,1610612759,201158,0.143,0,0.2,0.087,0,0,0,0.227,0.231,"San Antonio",TRUE,9.75,92.1,90.5,126.5,125,-34.5,-34.5,0,16.7,99.4,100.87,84.06,21,-0.064
"player",21900396,"HOU","Danuel House Jr.","F",1610612745,1627863,0.048,0.065,0.063,0.063,0,0.25,0.25,0.113,0.115,"Houston",TRUE,27.3,97.2,95.2,106.4,109.8,-9.2,-14.7,0,11.1,108.73,108.13,90.11,62,0.018
"player",21900396,"HOU","P.J. Tucker","F",1610612745,200782,0,0.045,0.209,0.126,12.5,0.667,0.654,0.082,0.084,"Houston",TRUE,38.0833333333333,107.4,104.5,100.6,100,6.8,4.5,0,0,107.26,109.02,90.85,88,0.074
"player",21900396,"HOU","Clint Capela","C",1610612745,203991,0.179,0.063,0.273,0.163,20,0.778,0.697,0.15,0.153,"Houston",TRUE,40.0166666666667,106.8,105.7,98.3,97.7,8.5,8,1.25,25,104.66,105.55,87.96,88,0.151
"player",21900396,"HOU","James Harden","G",1610612745,201935,0.28,0.077,0.125,0.101,5,0.414,0.455,0.363,0.371,"Houston",TRUE,36.2166666666667,116,114.6,104.6,103.7,11.4,10.9,3.5,17.5,106.9,108.02,90.01,82,0.111
"player",21900396,"HOU","Russell Westbrook","G",1610612745,201566,0.211,0.038,0.174,0.101,13.2,0.46,0.535,0.321,0.33,"Houston",TRUE,40.2333333333333,90.2,88.3,98.9,97.9,-8.7,-9.6,0.8,10.5,110.98,112.74,93.95,94,0.175
"player",21900396,"HOU","Ben McLemore",NA,1610612745,203463,0.056,0,0.091,0.04,0,0.727,0.666,0.169,0.173,"Houston",TRUE,28.8666666666667,99.5,98.5,83.1,82.1,16.3,16.4,0,7.1,110.18,111.41,92.84,67,0.138
"player",21900396,"HOU","Austin Rivers",NA,1610612745,203085,0.286,0,0.143,0.057,0,0.2,0.2,0.156,0.159,"Houston",TRUE,11.3833333333333,94.3,92.6,84.7,81.5,9.5,11.1,0,28.6,110.65,113.85,94.88,27,0.027
"player",21900396,"HOU","Thabo Sefolosha",NA,1610612745,200757,0,0.077,0,0.05,0,0,0,0.105,0.104,"Houston",TRUE,6.46666666666667,58.7,60,85,88.2,-26.3,-28.2,0,0,122.33,118.76,98.97,15,-0.263
"player",21900396,"HOU","Gary Clark",NA,1610612745,1629109,0,0.053,0.188,0.114,0,0,0.315,0.152,0.153,"Houston",TRUE,11.4333333333333,80.8,82.8,93.5,93.3,-12.7,-10.6,0,0,125.31,123.88,103.24,29,0
"player",21900397,"MIA","Jimmy Butler","F",1610612748,202710,0.308,0.086,0.026,0.055,10.3,0.542,0.688,0.241,0.241,"Miami",TRUE,38.9,113.3,116,109,108.8,4.2,7.3,2.67,27.6,100.46,99.34,82.79,81,0.159
"player",21900397,"MIA","Bam Adebayo","F",1610612748,1628389,0.172,0,0.289,0.149,16,0.333,0.451,0.206,0.207,"Miami",TRUE,43.45,110.2,113.6,113.7,115.7,-3.6,-2.1,1.25,20,100.15,97.77,81.47,88,0.104
"player",21900397,"MIA","Meyers Leonard","C",1610612748,203086,0.118,0.067,0.214,0.138,0,0.75,0.75,0.053,0.053,"Miami",TRUE,16.65,135.8,143.8,123.3,121.9,12.5,21.9,0,50,94.44,92.25,76.88,32,0.061
"player",21900397,"MIA","Duncan Robinson","G",1610612748,1629130,0,0,0.13,0.07,14.3,1,1,0.13,0.129,"Miami",TRUE,23.25,119,125,110,108.3,9.1,16.7,0,0,100.81,99.08,82.56,48,0.07
"player",21900397,"MIA","Kendrick Nunn","G",1610612748,1629134,0.25,0.069,0,0.038,13.6,0.563,0.563,0.288,0.297,"Miami",TRUE,28.4666666666667,110.7,108.6,141,142.4,-30.4,-33.8,1,13.6,98.18,98.62,82.18,58,0.082
"player",21900397,"MIA","Tyler Herro",NA,1610612748,1629639,0.15,0.028,0.098,0.065,3.7,0.4,0.486,0.279,0.28,"Miami",TRUE,37.8833333333333,101.5,105,111.9,113.9,-10.4,-8.9,3,11.1,103.39,100.73,83.94,80,0.117
"player",21900397,"MIA","Derrick Jones Jr.",NA,1610612748,1627884,0,0,0.029,0.016,9.1,0.722,0.727,0.159,0.16,"Miami",TRUE,31,95.6,96.9,114.5,118.2,-18.9,-21.3,0,0,103.73,101.4,84.5,65,0.103
"player",21900397,"MIA","Kelly Olynyk",NA,1610612748,203482,0.071,0,0.158,0.081,0,0,0,0.071,0.072,"Miami",TRUE,17.5833333333333,105.9,107.9,124.2,130.6,-18.3,-22.7,0,25,104.47,100.98,84.15,38,-0.022
"player",21900397,"MIA","Chris Silva",NA,1610612748,1629735,0,0,0,0,50,1,1,0.286,0.291,"Miami",TRUE,2.8,68,66.7,173.6,166.7,-105.6,-100,0,0,99.77,102.86,85.71,6,-0.143
"player",21900397,"MEM","Jae Crowder","F",1610612763,203109,0.074,0.121,0.063,0.092,11.1,0.346,0.36,0.19,0.193,"Memphis",TRUE,33.95,110.3,111.4,112.9,117.1,-2.7,-5.7,1,11.1,101.32,98.97,82.47,70,0.018
"player",21900397,"MEM","Jaren Jackson Jr.","F",1610612763,1628991,0.077,0,0.152,0.074,20,0.536,0.536,0.205,0.207,"Memphis",TRUE,34.95,115.2,116.4,109.4,112.5,5.8,3.9,0.5,10,101.52,99.57,82.98,73,0.063
"player",21900397,"MEM","Jonas Valanciunas","C",1610612763,202685,0.067,0.087,0.333,0.213,0,0.944,0.839,0.218,0.221,"Memphis",TRUE,24.65,128.4,129.2,120,127.1,8.4,2.1,0,7.7,96.51,93.47,77.89,48,0.241
"player",21900397,"MEM","Dillon Brooks","G",1610612763,1628415,0.125,0.043,0.048,0.045,0,0.389,0.455,0.2,0.199,"Memphis",TRUE,22.8833333333333,117.4,120.9,123.2,129.5,-5.7,-8.6,0,16.7,94.98,91.25,76.04,43,0.022
"player",21900397,"MEM","Ja Morant","G",1610612763,1629630,0.476,0,0.033,0.016,14.3,0.714,0.714,0.231,0.234,"Memphis",TRUE,32.1833333333333,115.7,115.4,114.4,117.9,1.2,-2.5,2.5,35.7,99.84,98.44,82.03,65,0.145
"player",21900397,"MEM","De'Anthony Melton",NA,1610612763,1629001,0.2,0.16,0.125,0.143,15.8,0.5,0.676,0.224,0.228,"Memphis",TRUE,25.1166666666667,118,120,97.5,96.4,20.5,23.6,1.33,21.1,106.33,106.07,88.39,55,0.162
"player",21900397,"MEM","Brandon Clarke",NA,1610612763,1629634,0.059,0.12,0.25,0.184,0,0.556,0.625,0.164,0.167,"Memphis",TRUE,25.5666666666667,112.6,114.8,97.5,96.4,15.1,18.5,0,8.3,102.7,102.32,85.27,54,0.153
"player",21900397,"MEM","Tyus Jones",NA,1610612763,1626145,0.182,0,0.067,0.031,0,0.333,0.333,0.077,0.076,"Memphis",TRUE,15.8166666666667,121.6,130.3,98.2,97,23.4,33.3,0,40,103.12,100.15,83.46,33,0.061
"player",21900397,"MEM","Kyle Anderson",NA,1610612763,203937,0.1,0.067,0.154,0.107,33.3,0.5,0.521,0.152,0.149,"Memphis",TRUE,14.05,135.7,142.9,99.9,96.7,35.8,46.2,0.5,16.7,99.96,99.07,82.56,28,0.053
"player",21900397,"MEM","Solomon Hill",NA,1610612763,203524,0.6,0.077,0,0.045,0,0.667,0.667,0.24,0.237,"Memphis",TRUE,10.8333333333333,116,122.7,112.3,112.5,3.7,10.2,0,33.3,104.83,101.91,84.92,22,0.231
"player",21900398,"DAL","Dorian Finney-Smith","F",1610612742,1627827,0.043,0.079,0.102,0.092,0,0.682,0.656,0.129,0.128,"Dallas",TRUE,35.0166666666667,109.3,113.2,102.6,106.5,6.7,6.7,0,8.3,108.7,104.86,87.39,76,0.091
"player",21900398,"DAL","Kristaps Porzingis","F",1610612742,204001,0.182,0.063,0.208,0.15,7.7,0.579,0.626,0.286,0.285,"Dallas",TRUE,32.5666666666667,120.9,123.2,92.6,94.2,28.3,29,2,15.4,103.5,101.7,84.75,69,0.199
"player",21900398,"DAL","Dwight Powell","C",1610612742,203939,0.059,0.05,0.212,0.151,0,0.167,0.291,0.159,0.16,"Dallas",TRUE,19.1666666666667,118.6,120.5,91.5,92.9,27.1,27.7,0,12.5,103,101.4,84.5,39,0.04
"player",21900398,"DAL","Tim Hardaway Jr.","G",1610612742,203501,0.059,0,0.121,0.066,22.2,0.1,0.237,0.279,0.283,"Dallas",TRUE,24.2666666666667,105.6,103.7,111.5,118.2,-5.9,-14.5,0.25,5.6,110.12,107.82,89.85,54,-0.047
"player",21900398,"DAL","Jalen Brunson","G",1610612742,1628973,0.458,0.028,0.067,0.049,8.3,0.5,0.604,0.165,0.163,"Dallas",TRUE,32.3333333333333,115.4,118.3,106.1,109.7,9.3,8.6,5.5,45.8,109.32,106.14,88.45,71,0.136
"player",21900398,"DAL","Seth Curry",NA,1610612742,203552,0.267,0,0.132,0.083,16.7,0.733,0.776,0.323,0.327,"Dallas",TRUE,26.3333333333333,122.8,125.4,100.8,105.1,22,20.3,1,16.7,110.97,107.58,89.65,59,0.209
"player",21900398,"DAL","Maxi Kleber",NA,1610612742,1628467,0,0.038,0.171,0.115,12.5,0.714,0.714,0.116,0.118,"Dallas",TRUE,28.5666666666667,114.6,115.9,103.8,104.8,10.7,11,0,0,106.13,105.02,87.52,63,0.054
"player",21900398,"DAL","Justin Jackson",NA,1610612742,1628382,0.273,0,0.053,0.028,0,0.5,0.518,0.175,0.19,"Dallas",TRUE,16.5333333333333,111.6,102.6,125.8,132.4,-14.2,-29.9,0,30,108.59,110.33,91.94,39,0.057
