Codigo,Foto_atual_2018,Categoria,Descricao,Quantidade,Local,Sublocal,Tecido,Eletricista,Cristais,Obs,Dimensao,Reconferencia,Arquivo
008-0044,https://i.imgur.com/rJHruXU.png,Espelho,ESPELHO REDONDO ELVIS PRESLEY (MOLDURA 80CM),1,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_ESPELHO
008-0045,https://i.imgur.com/E6Nzrdn.png,Espelho,ESPELHO REDONDO MARROM,1,Loja,Deposito,0,0,0,NA,NA,CONFERÊNCIA DIA 23/07/18,CATALOGO_ESPELHO
008-0046,https://i.imgur.com/gV0xMV5.png,Espelho,ESPELHO RETANGULAR DRÁCULA DOURADO,1,Loja,Deposito,0,0,0,NA,NA,RECONFERÊNCIA DIA 23/07/18,CATALOGO_ESPELHO
008-0047,https://i.imgur.com/pIAIXz2.png,Espelho,ESPELHO RETANGULAR PRATA DRÁCULA,3,Loja,Deposito,0,0,0,NA,NA,RECONFERÊNCIA DIA 23/07/18,CATALOGO_ESPELHO
008-0048,https://i.imgur.com/irW0UIV.png,Espelho,ESPELHO RETANGULAR VENEZIANO P,4,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_ESPELHO
008-0049,https://i.imgur.com/s3nxKce.png,Espelho,ESPELHO STL 35 x 35 QUAD NEW YORK (MOLDURA 70 x 60),1,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_ESPELHO
008-0050,https://i.imgur.com/U7loIGt.png,Espelho,ESPELHO VENEZIANO DE MESA OVAL,1,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_ESPELHO
008-0051,https://i.imgur.com/ITZv8Xo.png,Espelho,ESPELHO VENEZIANO DE MESA QUADRADO,2,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_ESPELHO
008-0052,https://i.imgur.com/ib9NaIC.png,Espelho,ESPELHO VENEZIANO OVAL (120 x 72 M),2,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_ESPELHO
008-0053,https://i.imgur.com/g6brbxE.png,Espelho,ESPELHO VENEZIANO OVAL HORIZONTAL,1,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_ESPELHO
008-0054,https://i.imgur.com/hcaFqX0.png,Espelho,ESPELHO VENEZIANO OVAL P,1,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_ESPELHO
008-0055,https://i.imgur.com/hspGBXI.png,Espelho,ESPELHO VENEZIANO QUADRADO (PEQUENO),1,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_ESPELHO
008-0056,https://i.imgur.com/06FISJm.png,Espelho,ESPELHO VENEZIANO QUADRADO COM PONTAS 3D,3,Loja,Deposito,0,0,0,ERAM 004,NA,NA,CATALOGO_ESPELHO
008-0057,https://i.imgur.com/o7RpoEZ.png,Espelho,ESPELHO VENEZIANO QUADRADO COM PONTAS EM DIAGONAL,3,Loja,Deposito,0,0,0,002 QUEBRADOS. ERAM 004,NA,NA,CATALOGO_ESPELHO
008-0058,https://i.imgur.com/Plq1GXm.png,Espelho,ESPELHO VENEZIANO QUADRADO LISO (120 x 79),2,Loja,Deposito,0,0,0,001 QUEBRADO,NA,NA,CATALOGO_ESPELHO
008-0059,https://i.imgur.com/63aN9ts.png,Espelho,ESPELHO VENEZIANO QUADRADO TRABALHADO,1,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_ESPELHO
008-0060,https://i.imgur.com/3uhuJCn.png,Espelho,ESPELHO VENEZIANO REDONDO,1,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_ESPELHO
008-0061,https://i.imgur.com/Ipsgmgu.png,Espelho,ESPELHO VENEZIANO REDONDO COM BORDA VAZADA G,1,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_ESPELHO
008-0062,https://i.imgur.com/1XFFxKH.png,Espelho,ESPELHO VENEZIANO REDONDO LISO,1,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_ESPELHO
008-0063,https://i.imgur.com/BTqAQHK.png,Espelho,ESPELHO VENEZIANO REDONDO VAZADO,1,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_ESPELHO
008-0064,https://i.imgur.com/FTqzm0g.png,Espelho,ESPELHO VENEZIANO RETANGULAR  M684 (140 x 80),1,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_ESPELHO
008-0065,https://i.imgur.com/RsGt4VP.png,Espelho,ESPELHO VENEZIANO RETANGULAR (PEQUENO),1,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_ESPELHO
008-0066,https://i.imgur.com/TFhLIDw.png,Espelho,ESPELHO VENEZIANO TIPO PRANCHA,2,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_ESPELHO
009-0001,https://i.imgur.com/wcFglxL.png,Luminaria,LUMINÁRIA DE PÉ AMBAR,2,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_LUMINARIA
009-0002,https://i.imgur.com/VEiLeRj.png,Luminaria,LUMINÁRIA DE PÉ MARIZA PRADO,2,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_LUMINARIA
010-0001,https://i.imgur.com/DL4Mw55.png,Mesa,MESA CARRINHO DE BICICLETA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0002,https://i.imgur.com/xwgaAVm.png,Mesa,MESA DE CENTRO BRANCA DO PÉ BOLEADO BRANCO,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0003,https://i.imgur.com/RWMDU3U.png,Mesa,MESA DE CENTRO CILINDRO TAMPO DE ESPELHO - AREA GALPAO,2,Loja,Deposito,0,0,0,"FICA NA LOJA, 002 ÁREA DO GALPÃO E 001 NO SETOR COMERCIAL",NA,NA,CATALOGO_MESA
010-0004,https://i.imgur.com/RWMDU3U.png,Mesa,MESA DE CENTRO CILINDRO TAMPO DE ESPELHO - SETOR COMERCIAL,1,Loja,Area Da Entrada,0,0,0,"FICA NA LOJA, 002 ÁREA DO GALPÃO E 001 NO SETOR COMERCIAL",NA,NA,CATALOGO_MESA
010-0005,https://i.imgur.com/5Q3NUGe.png,Mesa,MESA DE CENTRO DE VELUDO MARROM E PÉ ROXO,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0006,https://i.imgur.com/Vn40bV3.png,Mesa,MESA DE CENTRO DE VIDRO DO PÉ BOLEADO BRANCO,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0007,https://i.imgur.com/lMWZpPa.png,Mesa,MESA DE CENTRO DO CONJUNTO DE PRAÇA,NA,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0008,https://i.imgur.com/d4wMbvi.png,Mesa,MESA DE CENTRO OVAL BRANCA PÉ DE FERRO VERDE,1,Loja,Deposito,0,0,0,FICA NA LOJA,NA,NA,CATALOGO_MESA
010-0009,https://i.imgur.com/2vqbTHx.png,Mesa,MESA DE CENTRO OVAL CINZA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0010,https://i.imgur.com/PRpvq4c.png,Mesa,MESA DE CENTRO OVAL COM MÁRMORE BRANCO,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0011,https://i.imgur.com/qCYyTeC.png,Mesa,MESA DE CENTRO OVAL DE MADEIRA COM BASE OVAL BRANCA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0012,https://i.imgur.com/5sxzq1v.png,Mesa,MESA DE CENTRO OVAL DE MADEIRA E BRANCA P,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0013,https://i.imgur.com/udrtCpq.png,Mesa,MESA DE CENTRO OVAL GRAFITE,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0014,https://i.imgur.com/rG7OEeu.png,Mesa,MESA DE CENTRO OVAL PRETA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0015,https://i.imgur.com/Sr7SigL.png,Mesa,MESA DE CENTRO QUADRADA BRANCA PÉ CROMADO,1,Loja,Deposito,0,0,0,FICA NA LOJA,NA,NA,CATALOGO_MESA
010-0016,https://i.imgur.com/wrr7Amc.png,Mesa,MESA DE CENTRO QUADRADA DE MADEIRA PRETA PÉ CROMADO,1,Loja,Deposito,0,0,0,FICA NA LOJA,NA,NA,CATALOGO_MESA
010-0017,https://i.imgur.com/c8b4j1Q.png,Mesa,MESA DE CENTRO QUADRADA DOURADA E TAMPO DE VIDRO PRETO,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0018,https://i.imgur.com/dLkUDxI.png,Mesa,MESA DE CENTRO QUADRADA ESPELHADA VENEZIANA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0019,https://i.imgur.com/BRSKz7t.png,Mesa,MESA DE CENTRO REDONDA FENDI,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0020,https://i.imgur.com/LdrN6TN.png,Mesa,MESA DE CENTRO REDONDA LILÁS,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0021,https://i.imgur.com/hx6bRj1.png,Mesa,MESA DE CENTRO REDONDA PRETA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0022,https://i.imgur.com/DQnUbNe.png,Mesa,MESA DE CENTRO REDONDA PRETA CIRCULAR,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0023,https://i.imgur.com/mfUPbyU.png,Mesa,MESA DE CENTRO RETANGULAR BEGE,2,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0024,https://i.imgur.com/fD6VPK5.png,Mesa,MESA DE CENTRO RETANGULAR BEGE COM BORDA ARREDONDADA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0025,https://i.imgur.com/lJwy1Vw.png,Mesa,MESA DE CENTRO RETANGULAR BEGE TIPO GAVETA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0026,https://i.imgur.com/1RujJCN.png,Mesa,MESA DE CENTRO RETANGULAR BRANCA LISA,2,Loja,Deposito,0,0,0,FICAM NA LOJA,NA,NA,CATALOGO_MESA
010-0027,https://i.imgur.com/TuSaDnC.png,Mesa,MESA DE CENTRO RETANGULAR BRANCA TAMPO DE VIDRO - MAISON BLUE,1,Maison Blue,Maison Blue,0,0,0,001 FICA NA LOJA E 001 FIXA DO BLUE,NA,NA,CATALOGO_MESA
010-0028,https://i.imgur.com/TuSaDnC.png,Mesa,MESA DE CENTRO RETANGULAR BRANCA TAMPO DE VIDRO - LOJA,1,Loja,Deposito,0,0,0,001 FICA NA LOJA E 001 FIXA DO BLUE,NA,NA,CATALOGO_MESA
010-0029,https://i.imgur.com/kgQQGE6.png,Mesa,MESA DE CENTRO RETANGULAR DE MADEIRA PÉ DE FERRO PRETO,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0030,https://i.imgur.com/FzWGuIB.png,Mesa,MESA DE CENTRO RETANGULAR DE MADEIRA PRETA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0031,https://i.imgur.com/XdIp0aV.png,Mesa,MESA DE CENTRO RETANGULAR DE VIDRO CINZA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0032,https://i.imgur.com/g1nPRRo.png,Mesa,MESA DE CENTRO RETANGULAR ESPELHADA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0033,https://i.imgur.com/nP4yU4z.png,Mesa,MESA DE CENTRO RETANGULAR ESPELHADA VENEZIANA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0034,https://i.imgur.com/97tJX9H.png,Mesa,MESA DE CENTRO RETANGULAR MARROM CLARA,2,Loja,Deposito,0,0,0,FICAM NA LOJA,NA,NA,CATALOGO_MESA
010-0035,https://i.imgur.com/KudcmU4.png,Mesa,MESA DE CENTRO RETANGULAR PRETA TAMPO DE VIDRO,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0036,https://i.imgur.com/0y1mGKd.png,Mesa,MESA DE JANTAR LUIS XV DE MADEIRA DE 4 METROS,1,Loja,Area Da Entrada,0,0,0,"FICA NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_MESA
010-0037,https://i.imgur.com/sExvJlX.png,Mesa,MESA DE JANTAR RETANGULAR PRETA COM TAMPO DE VIDRO,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0039,https://i.imgur.com/JSA03Gg.png,Mesa,MESA DE MADEIRA PRETA OVAL M,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0040,https://i.imgur.com/qrub497.png,Mesa,MESA DOURADA BONITONA,1,Loja,Area Da Entrada,0,0,0,"FICA NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_MESA
010-0041,https://i.imgur.com/OOvlj3y.png,Mesa,MESA LATERAL DE MADEIRA OVAL M,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0042,https://i.imgur.com/cBLnKxS.png,Mesa,MESA LATERAL DE MADEIRA OVAL P,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0043,https://i.imgur.com/7xlKUKm.png,Mesa,MESA LATERAL DE MADEIRA PÉ DE FERRO MARROM,2,Loja,Deposito,0,0,0,FICA NA LOJA,NA,NA,CATALOGO_MESA
010-0044,https://i.imgur.com/mV1om5O.png,Mesa,MESA LATERAL DE MADEIRA TAMPO PRETO DE VIDRO,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0045,https://i.imgur.com/KdnExEC.png,Mesa,MESA LATERAL OVAL BEGE,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0046,https://i.imgur.com/hJ7HiOT.png,Mesa,MESA LATERAL OVAL DE MADEIRA PRETA ALTA,1,Loja,Deposito,0,0,0,FICA NA LOJA,NA,NA,CATALOGO_MESA
010-0047,https://i.imgur.com/1d1LcWC.png,Mesa,MESA LATERAL OVAL DE MADEIRA PRETA BAIXA,1,Loja,Deposito,0,0,0,FICA NA LOJA,NA,NA,CATALOGO_MESA
010-0048,https://i.imgur.com/lMQ7a8O.png,Mesa,MESA LATERAL PROVENÇAL DOURADA - AREA GALPAO,4,Loja,Deposito,0,0,0,"FICAM NA LOJA, 004 NO GALPÃO, 03 NO SETOR DE DECORAÇÃO E 001 NO SETOR DE COSTURA (BRANCA)",NA,NA,CATALOGO_MESA
010-0049,https://i.imgur.com/lMQ7a8O.png,Mesa,MESA LATERAL PROVENÇAL DOURADA - SETOR DE DECORACAO,3,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, 004 NO GALPÃO, 03 NO SETOR DE DECORAÇÃO E 001 NO SETOR DE COSTURA (BRANCA)",NA,NA,CATALOGO_MESA
010-0050,https://i.imgur.com/lMQ7a8O.png,Mesa,MESA LATERAL PROVENÇAL DOURADA - SETOR DE COSTURA,1,Loja,Deposito,0,0,0,"FICAM NA LOJA, 004 NO GALPÃO, 03 NO SETOR DE DECORAÇÃO E 001 NO SETOR DE COSTURA (BRANCA)",NA,NA,CATALOGO_MESA
010-0051,https://i.imgur.com/fI7mPjq.png,Mesa,MESA LATERAL QUADRADA COM BORDA BOLEADA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0052,NA,Mesa,MESA LATERAL QUADRADA DE MADEIRA MARROM PÉ DE MADEIRA,1,Loja,Sala Do Alberto Serruya,0,0,0,"FICA NA LOJA, SALA DO ALBERTO SERRUYA",NA,NA,CATALOGO_MESA
010-0053,https://i.imgur.com/jYWwfUa.png,Mesa,MESA LATERAL QUADRADA DE MADEIRA PRETA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0054,https://i.imgur.com/a6FCCf4.png,Mesa,MESA LATERAL QUADRADA DE MADEIRA PRETA E PÉ DE VIDRO,1,Maison Blue,Maison Blue,0,0,0,FIXA DO BLUE,NA,NA,CATALOGO_MESA
010-0055,https://i.imgur.com/LMNAdxt.png,Mesa,MESA LATERAL QUADRADA DE MADEIRA PRETA PÉ CROMADO,1,Loja,Deposito,0,0,0,FICA NA LOJA,NA,NA,CATALOGO_MESA
010-0056,https://i.imgur.com/pvVA4Xa.png,Mesa,MESA LATERAL QUADRADA DE VIDRO PRETA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0057,https://i.imgur.com/WnUvRe2.png,Mesa,MESA LATERAL QUADRADA ESPELHADA LISA,2,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0058,https://i.imgur.com/17GZhAI.png,Mesa,MESA LATERAL QUADRADA ESPELHADA VENEZIANA,4,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0059,https://i.imgur.com/spMGKYe.png,Mesa,MESA LATERAL QUADRADA PÉ CROMADO E TAMPO PRETO,1,Loja,Area Da Entrada,0,0,0,"FICA NA LOJA, SALA DO SETOR COMERCIAL",NA,NA,CATALOGO_MESA
010-0060,https://i.imgur.com/D8RzcfJ.png,Mesa,MESA LATERAL QUADRADA PÉ DE FERRO BRANCO,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0061,https://i.imgur.com/K0htkBz.png,Mesa,MESA LATERAL QUADRADA PÉ DE FERRO CINZA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0062,https://i.imgur.com/yzw953B.png,Mesa,MESA LATERAL QUADRADA PRATA E AMARELA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0063,https://i.imgur.com/b3Vj5Xl.png,Mesa,MESA LATERAL QUADRADA PRETA PÉ DE ARGOLA - AREA DO GALPAO,1,Loja,Deposito,0,0,0,"FICAM NA LOJA, 001 NO GALPÃO E 001 NA SALA DO ALBERTO SERRUYA",NA,NA,CATALOGO_MESA
010-0064,https://i.imgur.com/b3Vj5Xl.png,Mesa,MESA LATERAL QUADRADA PRETA PÉ DE ARGOLA - SALA ALBERTO,1,Loja,Sala Do Alberto Serruya,0,0,0,"FICAM NA LOJA, 001 NO GALPÃO E 001 NA SALA DO ALBERTO SERRUYA",NA,NA,CATALOGO_MESA
010-0065,https://i.imgur.com/lvlgrdR.png,Mesa,MESA LATERAL QUADRADA VERMELHA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0066,https://i.imgur.com/w4NgzMn.png,Mesa,MESA LATERAL REDONDA AMADEIRADA M,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0067,https://i.imgur.com/bSW0FVU.png,Mesa,MESA LATERAL REDONDA BRANCA P,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0068,https://i.imgur.com/jxnMwsH.png,Mesa,MESA LATERAL REDONDA CROMADA E VIDRO,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0069,https://i.imgur.com/gON7yli.png,Mesa,MESA LATERAL REDONDA DE MADEIRA PÉ DE FERRO BEGE,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0070,https://i.imgur.com/Lpw8NHE.png,Mesa,MESA LATERAL REDONDA DE MADEIRA PINTADA DE DOURADO,2,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0071,https://i.imgur.com/xvHK465.png,Mesa,MESA LATERAL REDONDA DE MADEIRA PRETA,2,Loja,Deposito,0,0,0,FICAM NA LOJA,NA,NA,CATALOGO_MESA
010-0072,https://i.imgur.com/doXCVVW.png,Mesa,MESA LATERAL REDONDA DE VIDRO PRETA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0073,https://i.imgur.com/3T58WHT.png,Mesa,MESA LATERAL REDONDA ESTAMPADA P,2,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0074,https://i.imgur.com/RzTuM99.png,Mesa,MESA LATERAL REDONDA MARROM M,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0075,https://i.imgur.com/cBJQDYO.png,Mesa,MESA LATERAL REDONDA PATINADA M,2,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0076,https://i.imgur.com/SfZemuf.png,Mesa,MESA LATERAL REDONDA PÉ DE FERRO TAMPO DE VIDRO P,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0077,https://i.imgur.com/y6TuIMj.png,Mesa,MESA LATERAL REDONDA PRETA PÉ PRETO,2,Loja,Deposito,0,0,0,FICAM NA LOJA,NA,NA,CATALOGO_MESA
010-0078,https://i.imgur.com/nIU9UpJ.png,Mesa,MESA LATERAL REDONDA PRETA VAZADA,1,Loja,Deposito,0,0,0,FICA NA LOJA,NA,NA,CATALOGO_MESA
010-0079,https://i.imgur.com/5FNpbsl.png,Mesa,MESA LATERAL REDONDA VERMELHA PÉ DE FERRO,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0080,https://i.imgur.com/nHLdk19.png,Mesa,MESA LATERAL REDONDA VERMELHA PÉ DE MADEIRA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0081,https://i.imgur.com/XqRgn2M.png,Mesa,MESA LATERAL REDONDA VERMELHA PÉ REDONDO,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0082,https://i.imgur.com/wND5Bkb.png,Mesa,MESA LATERAL RETANGULAR DE MADEIRA BEGE,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0083,https://i.imgur.com/M2sZeFE.png,Mesa,MESA LATERAL RETANGULAR PRATA E AMARELA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0084,https://i.imgur.com/MyVWQbF.png,Mesa,MESA LATERAL WOOD,1,Loja,Area Da Entrada,0,0,0,"FICA NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_MESA
010-0085,https://i.imgur.com/bVhafUX.png,Mesa,MESA OVAL DE MADEIRA PRETA,1,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_MESA
010-0086,https://i.imgur.com/2vY5gAJ.png,Mesa,MESA OVAL DE VIDRO MARROM,1,Loja,Area Da Entrada,0,0,0,"FICA NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_MESA
010-0087,https://i.imgur.com/aLdK9sO.png,Mesa,MESA OVAL DE VIDRO PRETA G,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0088,NA,Mesa,MESA PASTILHADA AMARELA ALTA,2,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_MESA
010-0089,https://i.imgur.com/rQaVRml.png,Mesa,MESA PATA DE ELEFANTE BRANCA,9,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0090,https://i.imgur.com/HsgBJgt.png,Mesa,MESA PATA DE ELEFANTE DE VIME,5,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0091,https://i.imgur.com/Psmo8gG.png,Mesa,MESA PATA DE ELEFANTE PRETA,5,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0092,https://i.imgur.com/wB1ZGvB.png,Mesa,MESA QUADRADA DE VIDRO PRETA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0093,https://i.imgur.com/SarqxeU.png,Mesa,MESA REDONDA DE MADEIRA DE 4 PÉS,1,Loja,Area Da Entrada,0,0,0,"FICA NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_MESA
010-0094,https://i.imgur.com/CUYjFMG.png,Mesa,MESA REDONDA DE MADEIRA DO MÁRMORE VERDE G,1,Loja,Area Da Entrada,0,0,0,"FICA NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_MESA
010-0095,https://i.imgur.com/LxyxrU1.png,Mesa,MESA REDONDA DE MADEIRA PRETA,1,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_MESA
010-0096,https://i.imgur.com/iJupD9L.png,Mesa,MESA REDONDA DE MADEIRA PRETA COM BASE PRETA VAZADA,1,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_MESA
010-0097,https://i.imgur.com/d2wVQc4.png,Mesa,MESA REDONDA DE MADEIRA(BOLO),1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_MESA
010-0098,https://i.imgur.com/9475snc.png,Mesa,MESA REDONDA DO MÁRMORE PRETO,1,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_MESA
