Codigo,Foto_atual_2018,Categoria,Descricao,Quantidade,Local,Sublocal,Tecido,Eletricista,Cristais,Obs,Dimensao,Reconferencia,Arquivo
024-0016,https://i.imgur.com/AHNjr4e.png,Castiçal,CASTIÇAL DE 5 VELAS PRATA,16,Loja,Deposito,0,0,1,NA,NA,NA,CATALOGO_CASTICAIS
024-0017,https://i.imgur.com/alEiLqy.png,Castiçal,CASTIÇAL DE 5 VELAS PRATA G,2,Loja,Deposito,0,0,1,NA,NA,NA,CATALOGO_CASTICAIS
024-0018,https://i.imgur.com/SwLr1qD.png,Castiçal,CASTIÇAL NOVO VELHO PRATA,64,Loja,Deposito,0,0,1,NA,NA,NA,CATALOGO_CASTICAIS
024-0019,https://i.imgur.com/wsEcgna.png,Castiçal,CASTIÇAL PÉTALA PRATA,23,Loja,Deposito,0,0,1,NA,NA,NA,CATALOGO_CASTICAIS
024-0020,https://i.imgur.com/g0CgWYm.png,Castiçal,COQUEIRO PRATA,24,Loja,Deposito,0,0,1,NA,NA,NA,CATALOGO_CASTICAIS
024-0021,https://i.imgur.com/Qb67tVQ.png,Castiçal,TROFÉU PRATA,9,Loja,Deposito,0,0,1,NA,NA,NA,CATALOGO_CASTICAIS
024-0022,https://i.imgur.com/y4INFGH.png,Castiçal,CASTIÇAL BRONZE DE MUITAS VELAS,10,Loja,Deposito,0,0,1,NA,NA,NA,CATALOGO_CASTICAIS
024-0023,https://i.imgur.com/GKgejUF.png,Castiçal,CASTIÇAL DE 8 VELAS PRETO G,3,Loja,Deposito,0,0,1,NA,NA,NA,CATALOGO_CASTICAIS
024-0024,https://i.imgur.com/STXsiN5.png,Castiçal,CASTIÇAL MINI IMPERIAL PRETO,14,Loja,Deposito,0,0,1,NA,NA,NA,CATALOGO_CASTICAIS
024-0025,https://i.imgur.com/wHTqZuA.png,Castiçal,CASTIÇAL PRETO G DE 16 VELAS,2,Loja,Deposito,0,0,1,NA,NA,NA,CATALOGO_CASTICAIS
024-0026,https://i.imgur.com/KLel5s0.png,Castiçal,CASTIÇAL DE 5 VELAS PRETO P,11,Loja,Deposito,0,0,1,NA,NA,NA,CATALOGO_CASTICAIS
025-0001,https://i.imgur.com/zklx36N.png,Champanheira,CHAMPANHEIRA PRETA MEDUSA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_CHAMPANHEIRA
025-0002,https://i.imgur.com/TvHDzjw.png,Champanheira,CHAMPANHEIRA PRETA LISA,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_CHAMPANHEIRA
025-0003,https://i.imgur.com/5bGFrnx.png,Champanheira,BARCA SARQUI SAMARA PRATA,2,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_CHAMPANHEIRA
025-0004,https://i.imgur.com/TnKMHjX.png,Champanheira,CHAMPANHEIRA PRATA DO PÉ BOLEADO P,2,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_CHAMPANHEIRA
025-0005,https://i.imgur.com/TnKMHjX.png,Champanheira,CHAMPANHEIRA PRATA DO PÉ BOLEADO M,7,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_CHAMPANHEIRA
025-0006,https://i.imgur.com/LHkVeI8.png,Champanheira,CHAMPANHEIRA PRATA COM APOIO DE TAÇAS,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_CHAMPANHEIRA
025-0007,https://i.imgur.com/0bm1rdG.png,Champanheira,CHAMPANHEIRA DOURADA E MARROM SARQUI SAMARA,6,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_CHAMPANHEIRA
025-0008,https://i.imgur.com/WdVFtCK.png,Champanheira,CHAMPANHEIRA DOURADA COM PÉ TRABALHADO,10,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_CHAMPANHEIRA
025-0009,https://i.imgur.com/wtl7XfA.png,Champanheira,CHAMPANHEIRA DOURADA DO PÉ BOLEADO,9,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_CHAMPANHEIRA
025-0010,https://i.imgur.com/UXhfqnD.png,Champanheira,CHAMPANHEIRA DOURADA DO PÉ GROSSO,1,Loja,Deposito,0,0,0,"FICA NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_CHAMPANHEIRA
025-0011,https://i.imgur.com/CGfTNnk.png,Champanheira,CHAMPANHEIRA DE ARGOLA BRONZE,12,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_CHAMPANHEIRA
025-0012,https://i.imgur.com/crOpz4R.png,Champanheira,CHAMPANHEIRA COM PÉ TRABALHADO BRONZE,17,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_CHAMPANHEIRA
025-0013,https://i.imgur.com/hV1bP1k.png,Champanheira,CHAMPANHEIRA DE ARGOLA BRONZE P,3,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_CHAMPANHEIRA
025-0014,https://i.imgur.com/fWfFgIQ.png,Champanheira,CHAMPANHEIRA TIPO CONE BRONZE,5,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_CHAMPANHEIRA
026-0001,https://i.imgur.com/HsESvMr.png,Coluna,COLUNA LAÇO DOURADA,9,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_COLUNAS
026-0002,https://i.imgur.com/pTDuEV6.png,Coluna,COLUNA ANJINHO,4,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_COLUNAS
026-0003,https://i.imgur.com/dQQImND.png,Coluna,COLUNA VAZADA DOURADA,2,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_COLUNAS
026-0004,https://i.imgur.com/WTMaAMv.png,Coluna,COLUNA DOURADA RETA,4,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_COLUNAS
026-0005,https://i.imgur.com/KilxUNB.png,Coluna,COLUNA BASTISMAL MARROM E DOURADA,4,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_COLUNAS
026-0006,NA,Coluna,COLUNA EGÍPSIA DOURADA,NA,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_COLUNAS
026-0007,NA,Coluna,COLUNA INCLINADA DOURADA,NA,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_COLUNAS
026-0008,NA,Coluna,COLUNA QUADRADA BAIXA ROMANA,NA,Loja,Deposito,0,0,0,NA,NA,NA,CATALOGO_COLUNAS
026-0009,https://i.imgur.com/O6tb5y0.png,Coluna,COLUNA PRATA EGÍPSIA,2,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_COLUNAS
026-0010,https://i.imgur.com/nOVBPOc.png,Coluna,COLUNA GREGA CINZA,4,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_COLUNAS
026-0011,https://i.imgur.com/bUbttNN.png,Coluna,COLUNA ESPELHADA,12,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_COLUNAS
026-0012,https://i.imgur.com/D01mMTO.png,Coluna,COLUNA DONQUERQUE,4,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_COLUNAS
026-0013,https://i.imgur.com/hszYiB2.png,Coluna,COLUNA BOMBEZINHA,5,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_COLUNAS
026-0014,https://i.imgur.com/xwqfB3S.png,Coluna,COLUNA BOMBE,10,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DA ENTRADA",NA,NA,CATALOGO_COLUNAS
026-0015,https://i.imgur.com/NMt8kaE.png,Coluna,COLUNA ESPELHADA PRETA,4,Loja,Deposito,0,0,0,"FICAM NA LOJA, ÁREA DO GALPÃO",NA,NA,CATALOGO_COLUNAS
026-0016,https://i.imgur.com/o24Q8da.png,Coluna,COLUNA BEGE DE MÁRMORE,NA,Loja,Area Da Entrada,0,0,0,"FICAM NA LOJA, ÁREA DA VITRINE",NA,NA,CATALOGO_COLUNAS
010-0143,https://i.imgur.com/8WVhOup.png,Mesa,TAMPO DE VIDRO REDONDO G,21,Loja,Area De Carga,0,0,0,NA,1.5,NA,CATALOGO_CORREDOR_DO_EDUARDO
010-0144,https://i.imgur.com/4tIxhda.png,Mesa,TAMPO DE VIDRO REDONDO P,4,Loja,Area De Carga,0,0,0,NA,"1,00 X 0,80",NA,CATALOGO_CORREDOR_DO_EDUARDO
010-0145,https://i.imgur.com/dG1tfcc.png,Mesa,TAMPO DE VIDRO QUADRADO G,13,Loja,Area De Carga,0,0,0,NA,"1,60 X 1,60",NA,CATALOGO_CORREDOR_DO_EDUARDO
010-0146,https://i.imgur.com/vslJHQO.png,Mesa,TAMPO DE VIDRO RETANGULAR NOVO MAIOR,10,Loja,Area De Carga,0,0,0,NA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
010-0147,https://i.imgur.com/CkGo8BS.png,Mesa,TAMPO DE VIDRO RETANGULAR NOVO MENOR,17,Loja,Area De Carga,0,0,0,NA,"1,83 X 1,10",NA,CATALOGO_CORREDOR_DO_EDUARDO
010-0148,https://i.imgur.com/ZSZVtdx.png,Mesa,TAMPO DE VIDRO RETANGULAR VELHO,40,Loja,Area De Carga,0,0,0,POSSUI AS BORDAS BOLEADAS,"1,10 X 1,60",NA,CATALOGO_CORREDOR_DO_EDUARDO
010-0149,NA,Mesa,TAMPO DE VIDRO QUADRADO P,NA,Loja,Area De Carga,0,0,0,NA,"1,10 X 1,00",NA,CATALOGO_CORREDOR_DO_EDUARDO
010-0150,NA,Mesa,TAMPO DE VIDRO QUADRADO P MAIOR,NA,Loja,Area De Carga,0,0,0,NA,"1,07 X 1,40",NA,CATALOGO_CORREDOR_DO_EDUARDO
010-0151,NA,Mesa,TAMPO DE VIDRO QUADRADO M,NA,Loja,Area De Carga,0,0,0,NA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
010-0152,NA,Mesa,TAMPO DE VIDRO DE APARADOR PARA BAR,5,Loja,Area De Carga,0,0,0,NA,"1,10 X 1,40",NA,CATALOGO_CORREDOR_DO_EDUARDO
010-0153,NA,Mesa,TAMPO DE MESA,3,Loja,Area De Carga,0,0,0,NA,"1,10 X 1,60",NA,CATALOGO_CORREDOR_DO_EDUARDO
010-0154,NA,Mesa,TAMPO DE MÁRMORE AMARELO,3,Loja,Area De Carga,0,0,0,NA,"1,13 X 2,33",NA,CATALOGO_CORREDOR_DO_EDUARDO
010-0155,NA,Mesa,TAMPO DE BAR,8,Loja,Area De Carga,0,0,0,003 RETANGULARES E 005 COM CANTO CURVADO,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
010-0156,NA,Mesa,TAMPO DE VIDRO PRETO,1,Loja,Area De Carga,0,0,0,NA,"1,20 X 1,20",NA,CATALOGO_CORREDOR_DO_EDUARDO
010-0157,NA,Mesa,TAMPO REDONDO DE MADEIRA BRANCO,1,Loja,Area De Carga,0,0,0,NA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
010-0158,NA,Mesa,TAMPO ESPELHADO RETANGULAR,1,Loja,Area De Carga,0,0,0,QUEBRADO,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
010-0159,NA,Mesa,"TAMPO DE VIDRO RETANGULAR 40 CM X 1,80",1,Loja,Area De Carga,0,0,0,NA,"0,40 X 1,80",NA,CATALOGO_CORREDOR_DO_EDUARDO
010-0160,NA,Mesa,TAMPO DE MESA PRETO,1,Loja,Area De Carga,0,0,0,NA,"2,00 X 0,53",NA,CATALOGO_CORREDOR_DO_EDUARDO
010-0161,NA,Mesa,TAMPO ESPELHADO,NA,Loja,Area De Carga,0,0,0,NA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
010-0162,NA,Mesa,MESA BEGE DO PÉ VAZADO,2,Loja,Area De Carga,0,0,0,QUEBRADA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
010-0163,NA,Mesa,MESA BRANCA DE VIDRO,1,Loja,Area De Carga,0,0,0,QUEBRADA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
010-0164,NA,Mesa,MESA VENEZIANA RETANGULAR,1,Loja,Area De Carga,0,0,0,QUEBRADA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
010-0165,https://i.imgur.com/Fr0Em6f.png,Mesa,MESA FUMÊ,2,Loja,Area De Carga,0,0,0,NA,"1,00 X 1,70",NA,CATALOGO_CORREDOR_DO_EDUARDO
019-0005,NA,Lustre,LUSTRE RÚSTICO MARROM,1,Loja,Area De Carga,0,1,1,NA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
019-0006,NA,Lustre,LUSTRE REDONDO DE 4 NÍVEIS PRATA - CORREDOR,1,Loja,Area De Carga,0,1,1,NA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
019-0007,NA,Lustre,LUSTRE IMPERIAL M BRANCO,3,Loja,Area De Carga,0,1,1,NA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
019-0008,NA,Lustre,LUSTRE ASPIRAL DOURADO G,2,Loja,Area De Carga,0,1,1,NA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
019-0009,NA,Lustre,LUSTRE BALONE G,1,Loja,Area De Carga,0,1,1,NA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
019-0010,NA,Lustre,LUSTRE COROA G,1,Loja,Area De Carga,0,1,1,NA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
019-0011,NA,Lustre,LUSTRE DE 4 NÍVEIS DOURADO,1,Loja,Area De Carga,0,1,1,NA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
021-0086,https://i.imgur.com/dtM7pfi.png,Patrimônio,ESCADA DE ESPELHO,5,Loja,Area De Carga,0,0,0,NA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
026-0017,https://i.imgur.com/HK9wrcM.png,Coluna,COLUNA ESPELHADA MENOR,23,Loja,Area De Carga,0,0,0,FICAVA COM FOLHAGEM ARTIFICIAL,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
026-0018,https://i.imgur.com/KYz3cB7.png,Coluna,COLUNINHA DE VIDRO,20,Loja,Area De Carga,0,0,0,NA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
027-0001,https://i.imgur.com/BRKToiK.png,Cachepot,CAIXA DE VIDRO M,2,Loja,Area De Carga,0,0,0,NA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
020-0007,https://i.imgur.com/z3v9MlO.png,Base,BASE DE VIDRO,2,Loja,Area De Carga,0,0,0,NA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
027-0002,https://i.imgur.com/YiqJqcC.png,Cachepot,CACHEPOT DE VIDRO G,1,Loja,Area De Carga,0,0,0,NA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
027-0003,https://i.imgur.com/E7B4Spm.png,Cachepot,CACHEPOT DE VIDRO M,2,Loja,Area De Carga,0,0,0,NA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
027-0004,https://i.imgur.com/RLzryIM.png,Cachepot,CAIXA ESPELHADA,8,Loja,Area De Carga,0,0,0,NA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
026-0019,NA,Coluna,COLUNA DE VIDRO BORBULHANTE,19,Loja,Area De Carga,0,0,0,NA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
027-0005,NA,Cachepot,CAIXA DE VIDRO DA COLUNA,4,Loja,Area De Carga,0,0,0,NA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
026-0020,NA,Coluna,COLUNA DE VIDRO NORMAL,11,Loja,Area De Carga,0,0,0,NA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
028-0001,https://i.imgur.com/2aLK4V0.png,Passarela,PASSARELA ESPELHADA,90,Loja,Area De Carga,0,0,0,005 ESTÃO QUEBRADAS,"1,20 X 1,50",NA,CATALOGO_CORREDOR_DO_EDUARDO
029-0001,NA,Biombo,BIOMBO ESPELHADO FUMÊ,1,Loja,Area De Carga,0,0,0,NA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
029-0002,NA,Biombo,BIOMBO ESPELHADO NORMAL,1,Loja,Area De Carga,0,0,0,NA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
021-0087,NA,Patrimônio,PEÇAS DE VIDRO PEQUENA PRETA,18,Loja,Area De Carga,0,0,0,NA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
010-0166,NA,Mesa,LÂMINA ESTREITA DE ESPELHO,2,Loja,Area De Carga,0,0,0,NA,"1,90 X 0,20 ; 1,20 X 1,20",NA,CATALOGO_CORREDOR_DO_EDUARDO
008-0072,NA,Espelho,ESPELHO DOURADO,1,Loja,Area De Carga,0,0,0,NA,"1,15 X 0,56",NA,CATALOGO_CORREDOR_DO_EDUARDO
008-0073,NA,Espelho,ESPELHO PRETO,1,Loja,Area De Carga,0,0,0,NA,"1,15 X 0,56",NA,CATALOGO_CORREDOR_DO_EDUARDO
021-0088,https://i.imgur.com/hOvKlRo.png,Patrimônio,ESCADA DE ALUMÍNIO DE 14 DEGRAUS,3,Loja,Area De Carga,0,0,0,NA,NA,NA,CATALOGO_CORREDOR_DO_EDUARDO
030-0001,https://i.imgur.com/gjpZpxl.png,Flores Artificiais,BOUQUET DE MINI EUCALÍPTO,55,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0002,https://i.imgur.com/TczCEB5.png,Flores Artificiais,ERA VERDE NOVA,30,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0003,https://i.imgur.com/zfdWddc.png,Flores Artificiais,GALHO DE EUCALÍPTO GRANDE,200,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0004,https://i.imgur.com/Ao5FyPL.png,Flores Artificiais,BOUQUET DE PEÔNIA AZUL,25,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0005,https://i.imgur.com/b6zwtDq.png,Flores Artificiais,POUQUET DE PEÔNIA LILÁS,30,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0006,https://i.imgur.com/T0b8Zyv.png,Flores Artificiais,BOUQUET DE ROSA LILÁS,62,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0007,https://i.imgur.com/CQfjl6r.png,Flores Artificiais,BOUQUET DE ORTÊNCIA ROXA,60,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0008,https://i.imgur.com/RmcYgCD.png,Flores Artificiais,BOUQUET DE PEÔNIA CHÁ,15,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0009,https://i.imgur.com/mJoP4sn.png,Flores Artificiais,BOUQUET DE PEÔNIA ROSA,15,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0010,https://i.imgur.com/QJFdBFI.png,Flores Artificiais,BOUQUET DE ROSAS VERMELHAS,30,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0011,https://i.imgur.com/UNuD5yZ.png,Flores Artificiais,BROTO DE ORTÊNCIA AZUL E ROSA,60,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0012,https://i.imgur.com/bCtamRu.png,Flores Artificiais,BROTO DE ORTÊNCIA ROSA,20,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0013,https://i.imgur.com/adtOXWi.png,Flores Artificiais,BROTO DE ORTÊNCIA ROSA E CHÁ,20,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0014,https://i.imgur.com/2PfeUkg.png,Flores Artificiais,FLOR BROTO DE ORTÊNCIA AZUL,30,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0015,https://i.imgur.com/ofZdSZU.png,Flores Artificiais,CEREJEIRA BEGE,120,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0016,https://i.imgur.com/Njjx3lX.png,Flores Artificiais,CEREJEIRA ROSA ANTIGA,80,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0017,https://i.imgur.com/3QdU9Ms.png,Flores Artificiais,CEREJEIRA ROSA NOVA,290,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0018,https://i.imgur.com/GFsh3Py.png,Flores Artificiais,CHORONA LILÁS,NA,Loja,Setor Comercial,0,0,0,MANUTENÇÃO,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0019,https://i.imgur.com/HPYu5cu.png,Flores Artificiais,CHORONA BRANCA NOVA,NA,Loja,Setor Comercial,0,0,0,MANUTENÇÃO,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0020,https://i.imgur.com/Vkj6Jlb.png,Flores Artificiais,CHORONA BRANCA ANTIGA,NA,Loja,Setor Comercial,0,0,0,MANUTENÇÃO,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0021,https://i.imgur.com/QoNB3Tw.png,Flores Artificiais,FLOR DE LISIANTHUS CHÁ,15,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0022,https://i.imgur.com/AiEcZPF.png,Flores Artificiais,FLOR DE LISIANTHUS LILÁS,27,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0023,https://i.imgur.com/SyJ7iME.png,Flores Artificiais,GALHO DE LISIANTHUS BRANCO,10,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0024,https://i.imgur.com/Fmk3YtY.png,Flores Artificiais,GALHO DE ORQUÍDEA ASTER BRANCA,30,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0025,https://i.imgur.com/T1UlojO.png,Flores Artificiais,GALHO DE PEÔNIA CHÁ,NA,Loja,Setor Comercial,0,0,0,MANUTENÇÃO,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0026,https://i.imgur.com/udL6RtN.png,Flores Artificiais,GALHO DE PEÔNIA ROXA,160,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0027,https://i.imgur.com/fKPCtGe.png,Flores Artificiais,GIRASSOL,500,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0028,https://i.imgur.com/FrKYyIH.png,Flores Artificiais,ORQUÍDEA ANTIGA,30,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0029,https://i.imgur.com/CRI13EZ.png,Flores Artificiais,ORQUÍDEA ANTIGA CHÁ,50,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0030,https://i.imgur.com/lKmrLgd.png,Flores Artificiais,ORQUÍDEA ASTER PINK,31,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0031,https://i.imgur.com/fZRXLYo.png,Flores Artificiais,ORQUÍDEA ASTER VERMELHA,30,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0032,https://i.imgur.com/D2V7BTm.png,Flores Artificiais,ORQUÍDEA CHUVA DE OURO,50,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0033,https://i.imgur.com/fAsvVPp.png,Flores Artificiais,ORQUÍDEA NOVA,150,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0034,https://i.imgur.com/4o0t5VT.png,Flores Artificiais,ORQUÍDEA ROXA,NA,Loja,Setor Comercial,0,0,0,MANUTENÇÃO,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0035,https://i.imgur.com/tTYgBZf.png,Flores Artificiais,HORTÊNCIA VERMELHA,NA,Loja,Setor Comercial,0,0,0,MANUTENÇÃO,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0036,https://i.imgur.com/w0SpQhR.png,Flores Artificiais,GALHO DE ROSAS VERMELHAS,30,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0037,https://i.imgur.com/pJ051pL.png,Flores Artificiais,ROSAS VERMELHAS,NA,Loja,Setor Comercial,0,0,0,MANUTENÇÃO,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0038,https://i.imgur.com/OOEYmWl.png,Flores Artificiais,ORQUIDEA BRANCA NOVA,324,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
030-0039,https://i.imgur.com/rShN3Dt.png,Flores Artificiais,CEREJEIRA BEGE NOVA,320,Loja,Setor Comercial,0,0,0,NA,NA,NA,CATALOGO_DE_FLORES_ARTIFICIAIS
031-0001,https://i.imgur.com/VC4EDLB.png,Almofada,ALMOFADA BEGE,3,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
010-0167,https://i.imgur.com/zI0lF4J.png,Mesa,BALCÃO DE BAR DO EGITO G,6,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
010-0168,https://i.imgur.com/xh6tBFf.png,Mesa,BALCÃO DE BAR DO EGITO P,2,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
032-0001,NA,Led,BALDE DE GELO DE LED G,22,Armazem 500,Armazem 500,0,1,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
032-0002,NA,Led,BALDE DE GELO DE LED P,8,Armazem 500,Armazem 500,0,1,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
033-0001,https://i.imgur.com/ni53IYH.png,Balde,BALDES E LATÕES COLORIDOS,NA,Armazem 500,Armazem 500,0,0,0,NA,NA,NA,CATALOGO_DEPOSITO_ARMAZEM_500
